gene_symbol	Gene.ID
NPIPB15	ENSG00000196436
NPIPB6	ENSG00000198156
NPIPB8	ENSG00000255524
NPLOC4	ENSG00000182446
NPM1	ENSG00000181163
NPR1	ENSG00000169418
NPR2	ENSG00000159899
NPTN	ENSG00000156642
NPTX1	ENSG00000171246
NPY	ENSG00000122585
NPY1R	ENSG00000164128
NR0B1	ENSG00000169297
NR1D1	ENSG00000126368
NR1H2	ENSG00000131408
NR2C1	ENSG00000120798
NR2C2	ENSG00000177463
NR2E1	ENSG00000112333
NR2F2	ENSG00000185551
NR2F6	ENSG00000160113
NR3C1	ENSG00000113580
NR3C2	ENSG00000151623
NR4A2	ENSG00000153234
NR5A1	ENSG00000136931
NR6A1	ENSG00000148200
NRARP	ENSG00000198435
NRAS	ENSG00000213281
NRBP1	ENSG00000115216
NRF1	ENSG00000106459
NRG2	ENSG00000158458
NRG3	ENSG00000185737
NRGN	ENSG00000154146
NRK	ENSG00000123572
NRL	ENSG00000129535
NRN1	ENSG00000124785
NRP2	ENSG00000118257
NRTN	ENSG00000171119
NRXN1	ENSG00000179915
NRXN2	ENSG00000110076
NRXN3	ENSG00000021645
NSA2	ENSG00000164346
NSD1	ENSG00000165671
NSF	ENSG00000073969
NSMCE4A	ENSG00000107672
NSMF	ENSG00000165802
NSUN2	ENSG00000037474
NSUN5	ENSG00000130305
NT5C2	ENSG00000076685
NTF3	ENSG00000185652
NTM	ENSG00000182667
NTNG1	ENSG00000162631
NTNG2	ENSG00000196358
NTRK2	ENSG00000148053
NTSR2	ENSG00000169006
NUAK2	ENSG00000163545
NUCKS1	ENSG00000069275
NUDT11	ENSG00000196368
NUDT16L1	ENSG00000168101
NUDT21	ENSG00000167005
NUDT3	ENSG00000272325
NUDT4	ENSG00000173598
NUMB	ENSG00000133961
NUMBL	ENSG00000105245
NUP50	ENSG00000093000
NUS1	ENSG00000153989
NUTF2	ENSG00000102898
NUTM2D	ENSG00000214562
NXF1	ENSG00000162231
NXF2B	ENSG00000185945
NXF5	ENSG00000126952
NXN	ENSG00000167693
NXNL2	ENSG00000130045
NXPH2	ENSG00000144227
NXPH4	ENSG00000182379
NXT1	ENSG00000132661
NXT2	ENSG00000101888
NYAP1	ENSG00000166924
NYX	ENSG00000188937
OBP2B	ENSG00000171102
OBSCN	ENSG00000154358
OBSL1	ENSG00000124006
OCLN	ENSG00000197822
OCM	ENSG00000122543
OCM2	ENSG00000135175
OCRL	ENSG00000122126
ODF3B	ENSG00000177989
OGDH	ENSG00000105953
OGFOD3	ENSG00000181396
OGFRL1	ENSG00000119900
OGT	ENSG00000147162
OLFM1	ENSG00000130558
OLFM2	ENSG00000105088
OLIG1	ENSG00000184221
OLIG3	ENSG00000177468
ONECUT1	ENSG00000169856
ONECUT2	ENSG00000119547
OPA1	ENSG00000198836
OPA3	ENSG00000125741
OPCML	ENSG00000183715
OPHN1	ENSG00000079482
OPLAH	ENSG00000178814
OPN1LW	ENSG00000102076
OPN5	ENSG00000124818
OPRD1	ENSG00000116329
OR11H1	ENSG00000130538
OR11H12	ENSG00000257115
OR1D5	ENSG00000262628
OR2T2	ENSG00000196240
OR2T29	ENSG00000182783
OR2T33	ENSG00000177212
OR2T35	ENSG00000177151
OR2T5	ENSG00000203661
OR2T7	ENSG00000227152
OR3A2	ENSG00000221882
OR3A3	ENSG00000159961
OR4F17	ENSG00000176695
OR51A2	ENSG00000205496
OR6B2	ENSG00000182083
OR6B3	ENSG00000178586
OR8B3	ENSG00000196661
ORAI1	ENSG00000182500
ORAI2	ENSG00000160991
ORM1	ENSG00000229314
ORM2	ENSG00000228278
ORMDL3	ENSG00000172057
OSBP	ENSG00000110048
OSBP2	ENSG00000184792
OSBPL1A	ENSG00000141447
OSBPL2	ENSG00000130703
OSBPL8	ENSG00000091039
OSBPL9	ENSG00000117859
OSCP1	ENSG00000116885
OSGEP	ENSG00000092094
OSR1	ENSG00000143867
OSR2	ENSG00000164920
OTOA	ENSG00000155719
OTOP1	ENSG00000163982
OTP	ENSG00000171540
OTUB1	ENSG00000167770
OTUD5	ENSG00000068308
OTUD6A	ENSG00000189401
OTX2	ENSG00000165588
OVOL1	ENSG00000172818
OVOL2	ENSG00000125850
OXCT1	ENSG00000083720
OXSR1	ENSG00000172939
OXTR	ENSG00000180914
P2RX2	ENSG00000187848
P2RY8	ENSG00000182162
P4HA3	ENSG00000149380
P4HTM	ENSG00000178467
PA2G4	ENSG00000170515
PABPC1	ENSG00000070756
PABPC1L	ENSG00000101104
PABPC4	ENSG00000090621
PABPC5	ENSG00000174740
PABPN1	ENSG00000100836
PACS1	ENSG00000175115
PACSIN1	ENSG00000124507
PAF1	ENSG00000006712
PAFAH1B1	ENSG00000007168
PAFAH1B2	ENSG00000168092
PAIP2	ENSG00000120727
PAK1	ENSG00000149269
PAK2	ENSG00000180370
PAK3	ENSG00000077264
PAN3	ENSG00000152520
PANK1	ENSG00000152782
PANK3	ENSG00000120137
PANK4	ENSG00000157881
PANX2	ENSG00000073150
PAPD5	ENSG00000121274
PAPD7	ENSG00000112941
PAPOLA	ENSG00000090060
PAPOLG	ENSG00000115421
PAQR9	ENSG00000188582
PARD6A	ENSG00000102981
PARD6G	ENSG00000178184
PARP10	ENSG00000178685
PARP14	ENSG00000173193
PARP6	ENSG00000137817
PARP8	ENSG00000151883
PATZ1	ENSG00000100105
PAX1	ENSG00000125813
PAX2	ENSG00000075891
PAX3	ENSG00000135903
PAX5	ENSG00000196092
PAX6	ENSG00000007372
PAX8	ENSG00000125618
PAX9	ENSG00000198807
PAXBP1	ENSG00000159086
PBX1	ENSG00000185630
PBX2	ENSG00000204304
PBX3	ENSG00000167081
PC	ENSG00000173599
PCBP1	ENSG00000169564
PCBP2	ENSG00000197111
PCDH11X	ENSG00000102290
PCDH19	ENSG00000165194
PCDHA6	ENSG00000081842
PCDHAC2	ENSG00000243232
PCDHGC3	ENSG00000240184
PCF11	ENSG00000165494
PCGF1	ENSG00000115289
PCGF3	ENSG00000185619
PCGF5	ENSG00000180628
PCID2	ENSG00000126226
PCIF1	ENSG00000100982
PCMT1	ENSG00000120265
PCMTD1	ENSG00000168300
PCMTD2	ENSG00000203880
PCNA	ENSG00000132646
PCNP	ENSG00000081154
PCSK2	ENSG00000125851
PCSK5	ENSG00000099139
PCSK6	ENSG00000140479
PCSK7	ENSG00000160613
PCYT1A	ENSG00000161217
PCYT1B	ENSG00000102230
PCYT2	ENSG00000185813
PDAP1	ENSG00000106244
PDCD10	ENSG00000114209
PDCD2	ENSG00000071994
PDCD6	ENSG00000249915
PDCD6IP	ENSG00000170248
PDE10A	ENSG00000112541
PDE1B	ENSG00000123360
PDE2A	ENSG00000186642
PDE3A	ENSG00000172572
PDE4A	ENSG00000065989
PDE4D	ENSG00000113448
PDE6D	ENSG00000156973
PDE8B	ENSG00000113231
PDGFRA	ENSG00000134853
PDGFRB	ENSG00000113721
PDHA1	ENSG00000131828
PDIK1L	ENSG00000175087
PDK3	ENSG00000067992
PDLIM4	ENSG00000131435
PDPK1	ENSG00000140992
PDPR	ENSG00000090857
PDS5A	ENSG00000121892
PDS5B	ENSG00000083642
PDSS2	ENSG00000164494
PDX1	ENSG00000139515
PDXDC1	ENSG00000179889
PDXK	ENSG00000160209
PDXP	ENSG00000241360
PDZD11	ENSG00000120509
PDZD2	ENSG00000133401
PDZD4	ENSG00000067840
PDZD8	ENSG00000165650
PDZK1	ENSG00000174827
PDZRN3	ENSG00000121440
PDZRN4	ENSG00000165966
PEA15	ENSG00000162734
PEG10	ENSG00000242265
PELI1	ENSG00000197329
PELI3	ENSG00000174516
PENK	ENSG00000181195
PEX5L	ENSG00000114757
PEX6	ENSG00000124587
PFDN4	ENSG00000101132
PFDN6	ENSG00000204220
PFKFB2	ENSG00000123836
PFKM	ENSG00000152556
PFN1	ENSG00000108518
PFN2	ENSG00000070087
PFN3	ENSG00000196570
PGA3	ENSG00000229859
PGAM1	ENSG00000171314
PGLYRP2	ENSG00000161031
PGM2L1	ENSG00000165434
PGM5	ENSG00000154330
PGP	ENSG00000184207
PGRMC2	ENSG00000164040
PHACTR1	ENSG00000112137
PHACTR2	ENSG00000112419
PHACTR3	ENSG00000087495
PHACTR4	ENSG00000204138
PHB	ENSG00000167085
PHB2	ENSG00000215021
PHC1	ENSG00000111752
PHC3	ENSG00000173889
PHF1	ENSG00000112511
PHF12	ENSG00000109118
PHF13	ENSG00000116273
PHF14	ENSG00000106443
PHF19	ENSG00000119403
PHF2	ENSG00000197724
PHF20L1	ENSG00000129292
PHF21A	ENSG00000135365
PHF5A	ENSG00000100410
PHF6	ENSG00000156531
PHF8	ENSG00000172943
PHIP	ENSG00000146247
PHKA2	ENSG00000044446
PHLDA1	ENSG00000139289
PHLDA2	ENSG00000181649
PHLDA3	ENSG00000174307
PHLDB1	ENSG00000019144
PHLPP1	ENSG00000081913
PHOX2B	ENSG00000109132
PHTF2	ENSG00000006576
PHYHIP	ENSG00000168490
PI4K2A	ENSG00000155252
PI4KA	ENSG00000241973
PI4KB	ENSG00000143393
PIAS1	ENSG00000033800
PIAS4	ENSG00000105229
PICALM	ENSG00000073921
PICK1	ENSG00000100151
PIF1	ENSG00000140451
PIGF	ENSG00000151665
PIK3C3	ENSG00000078142
PIK3CA	ENSG00000121879
PIK3CD	ENSG00000171608
PIK3R1	ENSG00000145675
PIK3R2	ENSG00000105647
PIK3R4	ENSG00000196455
PIM1	ENSG00000137193
PIM3	ENSG00000198355
PIN1	ENSG00000127445
PIP4K2B	ENSG00000141720
PIP5K1A	ENSG00000143398
PIP5K1B	ENSG00000107242
PIP5K1C	ENSG00000186111
PITHD1	ENSG00000057757
PITPNA	ENSG00000174238
PITPNB	ENSG00000180957
PITPNC1	ENSG00000154217
PITPNM1	ENSG00000110697
PITPNM2	ENSG00000090975
PITX1	ENSG00000069011
PITX2	ENSG00000164093
PITX3	ENSG00000107859
PIWIL1	ENSG00000125207
PJA2	ENSG00000198961
PKDCC	ENSG00000162878
PKIG	ENSG00000168734
PKM	ENSG00000067225
PLAA	ENSG00000137055
PLAC8	ENSG00000145287
PLAG1	ENSG00000181690
PLAGL2	ENSG00000126003
PLAUR	ENSG00000011422
PLCB1	ENSG00000182621
PLCB3	ENSG00000149782
PLCB4	ENSG00000101333
PLCD3	ENSG00000161714
PLCG1	ENSG00000124181
PLCG2	ENSG00000197943
PLCL2	ENSG00000154822
PLD5	ENSG00000180287
PLEKHA5	ENSG00000052126
PLEKHF1	ENSG00000166289
PLEKHF2	ENSG00000175895
PLEKHH3	ENSG00000068137
PLEKHM1	ENSG00000225190
PLEKHM3	ENSG00000178385
PLG	ENSG00000122194
PLIN1	ENSG00000166819
PLK1	ENSG00000166851
PLK2	ENSG00000145632
PLP1	ENSG00000123560
PLRG1	ENSG00000171566
PLS3	ENSG00000102024
PLXDC2	ENSG00000120594
PLXNA1	ENSG00000114554
PLXNA2	ENSG00000076356
PLXNA4	ENSG00000221866
PLXNB2	ENSG00000196576
PLXNC1	ENSG00000136040
PLXND1	ENSG00000004399
PM20D1	ENSG00000162877
PM20D2	ENSG00000146281
PML	ENSG00000140464
PMS2	ENSG00000122512
PNCK	ENSG00000130822
PNN	ENSG00000100941
PNPLA2	ENSG00000177666
PNPLA6	ENSG00000032444
PNRC1	ENSG00000146278
POGK	ENSG00000143157
POGZ	ENSG00000143442
POLB	ENSG00000070501
POLD1	ENSG00000062822
POLDIP3	ENSG00000100227
POLE	ENSG00000177084
POLQ	ENSG00000051341
POLR1A	ENSG00000068654
POLR1B	ENSG00000125630
POLR2B	ENSG00000047315
POLR2C	ENSG00000102978
POLR2D	ENSG00000144231
POLR2E	ENSG00000099817
POLR2G	ENSG00000168002
POLR2H	ENSG00000163882
POLR2I	ENSG00000105258
POLR2J	ENSG00000005075
POLR3B	ENSG00000013503
POLR3F	ENSG00000132664
POLRMT	ENSG00000099821
POMZP3	ENSG00000146707
PORCN	ENSG00000102312
POT1	ENSG00000128513
POTEM	ENSG00000187537
POU2F2	ENSG00000028277
POU3F4	ENSG00000196767
POU5F1	ENSG00000204531
POU6F1	ENSG00000184271
PPAP2B	ENSG00000162407
PPARA	ENSG00000186951
PPARD	ENSG00000112033
PPARG	ENSG00000132170
PPAT	ENSG00000128059
PPCS	ENSG00000127125
PPFIA2	ENSG00000139220
PPFIA3	ENSG00000177380
PPIA	ENSG00000196262
PPIAL4G	ENSG00000236334
PPIF	ENSG00000108179
PPIG	ENSG00000138398
PPIH	ENSG00000171960
PPIP5K1	ENSG00000168781
PPIP5K2	ENSG00000145725
PPM1A	ENSG00000100614
PPM1D	ENSG00000170836
PPM1E	ENSG00000175175
PPM1G	ENSG00000115241
PPM1J	ENSG00000155367
PPM1L	ENSG00000163590
PPM1N	ENSG00000213889
PPP1CA	ENSG00000172531
PPP1CB	ENSG00000213639
PPP1CC	ENSG00000186298
PPP1R10	ENSG00000204569
PPP1R11	ENSG00000204619
PPP1R12A	ENSG00000058272
PPP1R12B	ENSG00000077157
PPP1R14A	ENSG00000167641
PPP1R14B	ENSG00000173457
PPP1R14C	ENSG00000198729
PPP1R16B	ENSG00000101445
PPP1R3D	ENSG00000132825
PPP1R7	ENSG00000115685
PPP1R8	ENSG00000117751
PPP1R9B	ENSG00000108819
PPP2CA	ENSG00000113575
PPP2CB	ENSG00000104695
PPP2R1A	ENSG00000105568
PPP2R2A	ENSG00000221914
PPP2R2B	ENSG00000156475
PPP2R2C	ENSG00000074211
PPP2R4	ENSG00000119383
PPP2R5A	ENSG00000066027
PPP2R5B	ENSG00000068971
PPP2R5C	ENSG00000078304
PPP2R5D	ENSG00000112640
PPP2R5E	ENSG00000154001
PPP3CA	ENSG00000138814
PPP3CB	ENSG00000107758
PPP3R1	ENSG00000221823
PPP4C	ENSG00000149923
PPP4R1	ENSG00000154845
PPP5C	ENSG00000011485
PPP6C	ENSG00000119414
PPP6R1	ENSG00000105063
PPRC1	ENSG00000148840
PPT2	ENSG00000221988
PPTC7	ENSG00000196850
PQBP1	ENSG00000102103
PRADC1	ENSG00000135617
PRAF2	ENSG00000243279
PRAMEF1	ENSG00000116721
PRAMEF11	ENSG00000204513
PRAMEF13	ENSG00000204495
PRAMEF14	ENSG00000204481
PRAMEF17	ENSG00000204479
PRAMEF19	ENSG00000204480
PRAMEF22	ENSG00000204508
PRAMEF4	ENSG00000243073
PRAMEF6	ENSG00000232423
PRAMEF7	ENSG00000204510
PRCC	ENSG00000143294
PRDM10	ENSG00000170325
PRDM12	ENSG00000130711
PRDM14	ENSG00000147596
PRDM16	ENSG00000142611
PRDX4	ENSG00000123131
PRELID1	ENSG00000169230
PREX1	ENSG00000124126
PRH1	ENSG00000231887
PRH2	ENSG00000134551
PRKAA1	ENSG00000132356
PRKAA2	ENSG00000162409
PRKAB2	ENSG00000131791
PRKACA	ENSG00000072062
PRKACB	ENSG00000142875
PRKAG1	ENSG00000181929
PRKAG2	ENSG00000106617
PRKAR1A	ENSG00000108946
PRKAR1B	ENSG00000188191
PRKAR2B	ENSG00000005249
PRKCA	ENSG00000154229
PRKCB	ENSG00000166501
PRKCD	ENSG00000163932
PRKCE	ENSG00000171132
PRKCG	ENSG00000126583
PRKCI	ENSG00000163558
PRKCZ	ENSG00000067606
PRKD2	ENSG00000105287
PRKG1	ENSG00000185532
PRKG2	ENSG00000138669
PRKRA	ENSG00000180228
PRKRIR	ENSG00000137492
PRKX	ENSG00000183943
PRLHR	ENSG00000119973
PRMT1	ENSG00000126457
PRMT2	ENSG00000160310
PRMT5	ENSG00000100462
PRMT6	ENSG00000198890
PRMT8	ENSG00000111218
PROX1	ENSG00000117707
PRPF18	ENSG00000165630
PRPF19	ENSG00000110107
PRPF3	ENSG00000117360
PRPF31	ENSG00000105618
PRPF38A	ENSG00000134748
PRPF38B	ENSG00000134186
PRPF4	ENSG00000136875
PRPF40A	ENSG00000196504
PRPF4B	ENSG00000112739
PRPF6	ENSG00000101161
PRPF8	ENSG00000174231
PRPH	ENSG00000135406
PRPS1	ENSG00000147224
PRPS2	ENSG00000101911
PRPSAP2	ENSG00000141127
PRR12	ENSG00000126464
PRR14L	ENSG00000183530
PRR18	ENSG00000176381
PRR23A	ENSG00000206260
PRR7	ENSG00000131188
PRRT3	ENSG00000163704
PRRX1	ENSG00000116132
PRSS16	ENSG00000112812
PRSS36	ENSG00000178226
PSD	ENSG00000059915
PSD4	ENSG00000125637
PSENEN	ENSG00000205155
PSKH1	ENSG00000159792
PSMA2	ENSG00000106588
PSMA3	ENSG00000100567
PSMA4	ENSG00000041357
PSMA5	ENSG00000143106
PSMA6	ENSG00000100902
PSMA7	ENSG00000101182
PSMB10	ENSG00000205220
PSMB2	ENSG00000126067
PSMB3	ENSG00000108294
PSMB5	ENSG00000100804
PSMB8	ENSG00000204264
PSMC1	ENSG00000100764
PSMC2	ENSG00000161057
PSMC3	ENSG00000165916
PSMC4	ENSG00000013275
PSMC5	ENSG00000087191
PSMC6	ENSG00000100519
PSMD1	ENSG00000173692
PSMD11	ENSG00000108671
PSMD12	ENSG00000197170
PSMD14	ENSG00000115233
PSMD2	ENSG00000175166
PSMD3	ENSG00000108344
PSMD4	ENSG00000159352
PSME2	ENSG00000100911
PSME3	ENSG00000131467
PSPC1	ENSG00000121390
PTBP2	ENSG00000117569
PTBP3	ENSG00000119314
PTCH1	ENSG00000185920
PTCHD1	ENSG00000165186
PTDSS1	ENSG00000156471
PTEN	ENSG00000171862
PTGDR2	ENSG00000183134
PTGER1	ENSG00000160951
PTGER2	ENSG00000125384
PTGER3	ENSG00000050628
PTGER4	ENSG00000171522
PTGES2	ENSG00000148334
PTGES3	ENSG00000110958
PTGS2	ENSG00000073756
PTHLH	ENSG00000087494
PTK2	ENSG00000169398
PTK7	ENSG00000112655
PTMS	ENSG00000159335
PTN	ENSG00000105894
PTP4A1	ENSG00000112245
PTP4A2	ENSG00000184007
PTP4A3	ENSG00000184489
PTPLAD1	ENSG00000074696
PTPLB	ENSG00000206527
PTPN1	ENSG00000196396
PTPN11	ENSG00000179295
PTPN12	ENSG00000127947
PTPN18	ENSG00000072135
PTPN2	ENSG00000175354
PTPN6	ENSG00000111679
PTPRA	ENSG00000132670
PTPRE	ENSG00000132334
PTPRF	ENSG00000142949
PTPRM	ENSG00000173482
PTPRN	ENSG00000054356
PTPRS	ENSG00000105426
PTPRT	ENSG00000196090
PTPRU	ENSG00000060656
PUF60	ENSG00000179950
PUM1	ENSG00000134644
PURA	ENSG00000185129
PURB	ENSG00000146676
PURG	ENSG00000172733
PWP1	ENSG00000136045
PWWP2A	ENSG00000170234
PWWP2B	ENSG00000171813
PXN	ENSG00000089159
PYCARD	ENSG00000103490
PYDC1	ENSG00000169900
PYGL	ENSG00000100504
QKI	ENSG00000112531
QRFPR	ENSG00000186867
QRICH1	ENSG00000198218
QSOX2	ENSG00000165661
R3HDM2	ENSG00000179912
RAB10	ENSG00000084733
RAB11A	ENSG00000103769
RAB11B	ENSG00000185236
RAB11FIP1	ENSG00000156675
RAB11FIP2	ENSG00000107560
RAB11FIP3	ENSG00000090565
RAB11FIP4	ENSG00000131242
RAB11FIP5	ENSG00000135631
RAB13	ENSG00000143545
RAB14	ENSG00000119396
RAB15	ENSG00000139998
RAB1A	ENSG00000138069
RAB1B	ENSG00000174903
RAB22A	ENSG00000124209
RAB24	ENSG00000169228
RAB2A	ENSG00000104388
RAB2B	ENSG00000129472
RAB30	ENSG00000137502
RAB33A	ENSG00000134594
RAB33B	ENSG00000172007
RAB34	ENSG00000109113
RAB35	ENSG00000111737
RAB39B	ENSG00000155961
RAB3A	ENSG00000105649
RAB40A	ENSG00000172476
RAB40C	ENSG00000197562
RAB43	ENSG00000172780
RAB4A	ENSG00000168118
RAB5B	ENSG00000111540
RAB5C	ENSG00000108774
RAB6A	ENSG00000175582
RAB6B	ENSG00000154917
RAB7A	ENSG00000075785
RAB8A	ENSG00000167461
RAB8B	ENSG00000166128
RAB9A	ENSG00000123595
RAB9B	ENSG00000123570
RABGAP1	ENSG00000011454
RABGEF1	ENSG00000154710
RABGGTB	ENSG00000137955
RABL2A	ENSG00000144134
RABL6	ENSG00000196642
RAC1	ENSG00000136238
RAC2	ENSG00000128340
RAC3	ENSG00000169750
RAD21	ENSG00000164754
RAD51	ENSG00000051180
RAD54L2	ENSG00000164080
RAE1	ENSG00000101146
RAET1L	ENSG00000155918
RAF1	ENSG00000132155
RALA	ENSG00000006451
RALB	ENSG00000144118
RALGAPA1	ENSG00000174373
RALGPS1	ENSG00000136828
RALYL	ENSG00000184672
RAN	ENSG00000132341
RANBP1	ENSG00000099901
RANBP2	ENSG00000153201
RANBP9	ENSG00000010017
RAP1A	ENSG00000116473
RAP1B	ENSG00000127314
RAP1GAP	ENSG00000076864
RAP2A	ENSG00000125249
RAP2B	ENSG00000181467
RAP2C	ENSG00000123728
RAPGEF1	ENSG00000107263
RAPGEF2	ENSG00000109756
RAPGEFL1	ENSG00000108352
RARA	ENSG00000131759
RARB	ENSG00000077092
RARG	ENSG00000172819
RASA1	ENSG00000145715
RASA4	ENSG00000105808
RASAL1	ENSG00000111344
RASAL3	ENSG00000105122
RASD1	ENSG00000108551
RASD2	ENSG00000100302
RASGEF1A	ENSG00000198915
RASGRF1	ENSG00000058335
RASGRF2	ENSG00000113319
RASIP1	ENSG00000105538
RASL10A	ENSG00000100276
RASL10B	ENSG00000141150
RAVER1	ENSG00000161847
RAX	ENSG00000134438
RBBP4	ENSG00000162521
RBBP5	ENSG00000117222
RBBP6	ENSG00000122257
RBBP7	ENSG00000102054
RBFOX1	ENSG00000078328
RBFOX2	ENSG00000100320
RBM10	ENSG00000182872
RBM14	ENSG00000239306
RBM15	ENSG00000162775
RBM17	ENSG00000134453
RBM22	ENSG00000086589
RBM24	ENSG00000112183
RBM25	ENSG00000119707
RBM3	ENSG00000102317
RBM33	ENSG00000184863
RBM38	ENSG00000132819
RBM39	ENSG00000131051
RBM4	ENSG00000173933
RBM42	ENSG00000126254
RBM45	ENSG00000155636
RBM46	ENSG00000151962
RBM47	ENSG00000163694
RBM4B	ENSG00000173914
RBM5	ENSG00000003756
RBM6	ENSG00000004534
RBM8A	ENSG00000131795
RBMX	ENSG00000147274
RBP4	ENSG00000138207
RBPJ	ENSG00000168214
RBPMS	ENSG00000157110
RBX1	ENSG00000100387
RC3H1	ENSG00000135870
RC3H2	ENSG00000056586
RCAN2	ENSG00000172348
RCC2	ENSG00000179051
RCCD1	ENSG00000166965
RCN3	ENSG00000142552
RCOR1	ENSG00000089902
RCOR2	ENSG00000167771
RCOR3	ENSG00000117625
RDH10	ENSG00000121039
RECQL	ENSG00000004700
REEP1	ENSG00000068615
REEP2	ENSG00000132563
REL	ENSG00000162924
RELA	ENSG00000173039
RELB	ENSG00000104856
RELN	ENSG00000189056
REM2	ENSG00000139890
REPIN1	ENSG00000214022
RER1	ENSG00000157916
RERE	ENSG00000142599
REST	ENSG00000084093
RET	ENSG00000165731
REV1	ENSG00000135945
REV3L	ENSG00000009413
RFPL4A	ENSG00000223638
RFWD2	ENSG00000143207
RFX1	ENSG00000132005
RFX2	ENSG00000087903
RFX3	ENSG00000080298
RFXAP	ENSG00000133111
RGCC	ENSG00000102760
RGL1	ENSG00000143344
RGS10	ENSG00000148908
RGS7	ENSG00000182901
RHBDF1	ENSG00000007384
RHBDL1	ENSG00000103269
RHCE	ENSG00000188672
RHD	ENSG00000187010
RHEB	ENSG00000106615
RHOA	ENSG00000067560
RHOB	ENSG00000143878
RHOBTB1	ENSG00000072422
RHOBTB2	ENSG00000008853
RHOC	ENSG00000155366
RHOD	ENSG00000173156
RHOG	ENSG00000177105
RHOH	ENSG00000168421
RHOQ	ENSG00000119729
RHOT1	ENSG00000126858
RHOU	ENSG00000116574
RHOV	ENSG00000104140
RHOXF2	ENSG00000131721
RIC8B	ENSG00000111785
RICTOR	ENSG00000164327
RILPL1	ENSG00000188026
RIMKLB	ENSG00000166532
RIMS1	ENSG00000079841
RIMS4	ENSG00000101098
RING1	ENSG00000204227
RINL	ENSG00000187994
RIPK2	ENSG00000104312
RIT1	ENSG00000143622
RLIM	ENSG00000131263
RLTPR	ENSG00000159753
RMND5A	ENSG00000153561
RND3	ENSG00000115963
RNF11	ENSG00000123091
RNF111	ENSG00000157450
RNF113A	ENSG00000125352
RNF123	ENSG00000164068
RNF130	ENSG00000113269
RNF138	ENSG00000134758
RNF145	ENSG00000145860
RNF149	ENSG00000163162
RNF150	ENSG00000170153
RNF165	ENSG00000141622
RNF19A	ENSG00000034677
RNF2	ENSG00000121481
RNF20	ENSG00000155827
RNF214	ENSG00000167257
RNF220	ENSG00000187147
RNF31	ENSG00000092098
RNF39	ENSG00000204618
RNF40	ENSG00000103549
RNF41	ENSG00000181852
RNF5	ENSG00000204308
RNF7	ENSG00000114125
RNGTT	ENSG00000111880
RNPEPL1	ENSG00000142327
ROBO3	ENSG00000154134
ROCK1	ENSG00000067900
ROCK2	ENSG00000134318
ROMO1	ENSG00000125995
ROPN1	ENSG00000065371
ROPN1B	ENSG00000114547
RORA	ENSG00000069667
RORB	ENSG00000198963
RP9	ENSG00000164610
RPGR	ENSG00000156313
RPL10	ENSG00000147403
RPL10A	ENSG00000198755
RPL11	ENSG00000142676
RPL12	ENSG00000197958
RPL13	ENSG00000167526
RPL15	ENSG00000174748
RPL17	ENSG00000265681
RPL18	ENSG00000063177
RPL18A	ENSG00000105640
RPL19	ENSG00000108298
RPL21	ENSG00000122026
RPL22	ENSG00000116251
RPL23	ENSG00000125691
RPL23A	ENSG00000198242
RPL24	ENSG00000114391
RPL26	ENSG00000161970
RPL26L1	ENSG00000037241
RPL27A	ENSG00000166441
RPL28	ENSG00000108107
RPL29	ENSG00000162244
RPL3	ENSG00000100316
RPL30	ENSG00000156482
RPL31	ENSG00000071082
RPL34	ENSG00000109475
RPL35	ENSG00000136942
RPL35A	ENSG00000182899
RPL36	ENSG00000130255
RPL36A	ENSG00000241343
RPL36AL	ENSG00000165502
RPL37	ENSG00000145592
RPL37A	ENSG00000197756
RPL38	ENSG00000172809
RPL39	ENSG00000198918
RPL4	ENSG00000174444
RPL6	ENSG00000089009
RPL7	ENSG00000147604
RPL7A	ENSG00000148303
RPL8	ENSG00000161016
RPL9	ENSG00000163682
RPLP0	ENSG00000089157
RPP25	ENSG00000178718
RPRD1A	ENSG00000141425
RPRD1B	ENSG00000101413
RPRD2	ENSG00000163125
RPRM	ENSG00000177519
RPRML	ENSG00000179673
RPS10	ENSG00000124614
RPS11	ENSG00000142534
RPS13	ENSG00000110700
RPS14	ENSG00000164587
RPS15	ENSG00000115268
RPS15A	ENSG00000134419
RPS16	ENSG00000105193
RPS18	ENSG00000231500
RPS19	ENSG00000105372
RPS19BP1	ENSG00000187051
RPS2	ENSG00000140988
RPS20	ENSG00000008988
RPS21	ENSG00000171858
RPS23	ENSG00000186468
RPS24	ENSG00000138326
RPS25	ENSG00000118181
RPS26	ENSG00000197728
RPS27	ENSG00000177954
RPS27A	ENSG00000143947
RPS28	ENSG00000233927
RPS29	ENSG00000213741
RPS3	ENSG00000149273
RPS3A	ENSG00000145425
RPS4X	ENSG00000198034
RPS5	ENSG00000083845
RPS6KA1	ENSG00000117676
RPS6KA3	ENSG00000177189
RPS6KA4	ENSG00000162302
RPS6KB1	ENSG00000108443
RPS7	ENSG00000171863
RPS8	ENSG00000142937
RPS9	ENSG00000170889
RPSA	ENSG00000168028
RPTOR	ENSG00000141564
RQCD1	ENSG00000144580
RRAD	ENSG00000166592
RRAGA	ENSG00000155876
RRAGB	ENSG00000083750
RRAGC	ENSG00000116954
RRAGD	ENSG00000025039
RRAS2	ENSG00000133818
RRM1	ENSG00000167325
RRM2	ENSG00000171848
RRN3	ENSG00000085721
RRP12	ENSG00000052749
